x_absolute,tithi_d,t_engine_civil,t_ref_tt,diff_raw_h,diff_final_h
54690,30,2478807.224893918,2478807.125826059,2.3776286132633686,2.3776286132633686
54720,30,2478836.755480905,2478836.5627602166,4.625296521931887,4.625296521931887
54750,30,2478866.2860678923,2478865.968440623,7.623054463416338,7.623054463416338
54780,30,2478895.8166548796,2478895.374856265,10.60316675528884,10.60316675528884
54810,30,2478925.347241867,2478924.8076981143,12.949050061404705,12.949050061404705
54840,30,2478954.877828854,2478954.2773496774,14.411500241607428,14.411500241607428
54870,30,2478984.4084158414,2478983.780359698,15.073347441852093,15.073347441852093
54900,30,2479013.9390028287,2479013.3114562477,15.061117943376303,15.061117943376303
54930,30,2479043.469589816,2479042.8741544085,14.290449779480696,14.290449779480696
54960,30,2479073.000176803,2479072.4760509552,12.579020351171494,12.579020351171494
54990,30,2479102.5307637905,2479102.112700551,10.033517751842737,10.033517751842737
55020,30,2479132.0613507777,2479131.760183644,7.228011209517717,7.228011209517717
55050,30,2479161.591937765,2479161.3848273833,4.9706491604447365,4.9706491604447365
55080,30,2479191.1225247523,2479190.961918292,3.854555044323206,3.854555044323206
55110,30,2479220.6531117395,2479220.4898559665,3.918138552457094,3.918138552457094
55140,30,2479250.183698727,2479249.984986781,4.769086696207523,4.769086696207523
55170,30,2479279.714285714,2479279.463336003,6.022793065756559,6.022793065756559
55200,30,2479309.2448727014,2479308.9288522596,7.584490600973368,7.584490600973368
55230,30,2479338.7754596886,2479338.377302258,9.555778339505196,9.555778339505196
55260,30,2479368.306046676,2479367.81017082,11.901020541787148,11.901020541787148
55290,30,2479397.836633663,2479397.243851818,14.226764280349016,14.226764280349016
55320,30,2479427.3672206504,2479426.7056455864,15.877801537513733,15.877801537513733
55350,30,2479456.8978076377,2479456.2205791147,16.253484550863504,16.253484550863504
55380,30,2479486.428394625,2479485.797329003,15.145574927330017,15.145574927330017
55410,30,2479515.958981612,2479515.423223005,12.858206570148468,12.858206570148468
55440,30,2479545.4895685995,2479545.0745700635,9.959964863955975,9.959964863955975
55470,30,2479575.020155587,2479574.729541972,6.9747267588973045,6.9747267588973045
55500,30,2479604.550742574,2479604.370196852,4.333097331225872,4.333097331225872
55530,30,2479634.0813295613,2479633.9793450222,2.447628937661648,2.447628937661648
55560,30,2479663.6119165486,2479663.538402844,1.7643289044499397,1.7643289044499397
55590,30,2479693.142503536,2479693.0331043694,2.625579994171858,2.625579994171858
55620,30,2479722.673090523,2479722.464723904,5.0007988549768925,5.0007988549768925
55650,30,2479752.203677511,2479751.8522629035,8.433950576931238,8.433950576931238
55680,30,2479781.7342644976,2479781.2248462206,12.22603864967823,12.22603864967823
55710,30,2479811.2648514854,2479810.612652822,15.652767922729254,15.652767922729254
55740,30,2479840.7954384726,2479840.0412135245,18.10139875486493,18.10139875486493
55770,30,2479870.32602546,2479869.5311190616,19.07775355875492,19.07775355875492
55800,30,2479899.856612447,2479899.0983507484,18.19828077033162,18.19828077033162
55830,30,2479929.3871994345,2479928.748139169,15.337446369230747,15.337446369230747
55860,30,2479958.9177864217,2479958.465755415,10.84874415770173,10.84874415770173
55890,30,2479988.448373409,2479988.2104506907,5.710145238786936,5.710145238786936
55920,30,2480017.9789603963,2480017.922789396,1.3481040112674236,1.3481040112674236
55950,30,2480047.5095473835,2480047.553201374,-1.0476957745850086,-1.0476957745850086
55980,30,2480077.040134371,2480077.08457038,-1.0664642192423344,-1.0664642192423344
56010,30,2480106.570721358,2480106.528217763,1.0200862772762775,1.0200862772762775
56040,30,2480136.1013083453,2480135.9079782004,4.639923479408026,4.639923479408026
56070,30,2480165.6318953326,2480165.2492421796,9.183675672858953,9.183675672858953
56100,30,2480195.16248232,2480194.5779468105,14.028852224349976,14.028852224349976
56130,30,2480224.693069307,2480223.9252758194,18.427043706178665,18.427043706178665
56160,30,2480254.2236562944,2480253.3303168523,21.4401466101408,21.4401466101408
56190,30,2480283.7542432817,2480282.8346505817,22.070224799215794,22.070224799215794
56220,30,2480313.284830269,2480312.4647998414,19.680730260908604,19.680730260908604
56250,30,2480342.815417256,2480342.208285179,14.57116985321045,14.57116985321045
56280,30,2480372.3460042435,2480372.0079869316,8.112415485084057,8.112415485084057
56310,30,2480401.8765912307,2480401.7872771737,2.1435373686254025,2.1435373686254025
56340,30,2480431.407178218,2480431.4856028566,-1.882191326469183,-1.882191326469183
56370,30,2480460.9377652053,2480461.077668821,-3.3576867766678333,-3.3576867766678333
56400,30,2480490.4683521925,2480490.5643768758,-2.3045923970639706,-2.3045923970639706
56430,30,2480519.99893918,2480519.9580497015,0.9813474789261818,0.9813474789261818
56460,30,2480549.529526167,2480549.2803564062,5.980074260383844,5.980074260383844
56490,30,2480579.0601131544,2480578.5653529624,11.87424460798502,11.87424460798502
56520,30,2480608.5907001416,2480607.8588608922,17.564141985028982,17.564141985028982
56550,30,2480638.121287129,2480637.2126474553,21.807352166622877,21.807352166622877
56580,30,2480667.651874116,2480666.673086612,23.490900099277496,23.490900099277496
56610,30,2480697.1824611034,2480696.2655948433,22.004790242761374,22.004790242761374
56640,30,2480726.7130480907,2480725.9808482975,17.572795037180185,17.572795037180185
56670,30,2480756.243635078,2480755.7740081362,11.271046601235867,11.271046601235867
56700,30,2480785.774222065,2480785.5823664777,4.604534100741148,4.604534100741148
56730,30,2480815.3048090525,2480815.343507197,-0.9287554733455181,-0.9287554733455181
56760,30,2480844.8353960398,2480845.0062389956,-4.100230939686298,-4.100230939686298
56790,30,2480874.365983027,2480874.543232128,-4.253978423774242,-4.253978423774242
56820,30,2480903.8965700143,2480903.957647328,-1.465855523943901,-1.465855523943901
56850,30,2480933.4271570016,2480933.2801221055,3.5288375057280064,3.5288375057280064
56880,30,2480962.957743989,2480962.558496223,9.58194638416171,9.58194638416171
56910,30,2480992.488330976,2480991.8450715193,15.438226964324713,15.438226964324713
56940,30,2481022.0189179634,2481021.1864240053,19.979854993522167,19.979854993522167
56970,30,2481051.5495049506,2481050.616338014,22.396006476134062,22.396006476134062
57000,30,2481081.080091938,2481080.1529205074,22.252114333212376,22.252114333212376
57030,30,2481110.610678925,2481109.8003216255,19.44857519119978,19.44857519119978
57060,30,2481140.1412659124,2481139.5455475156,14.297241523861885,14.297241523861885
57090,30,2481169.6718528997,2481169.3476569173,7.780703578144312,7.780703578144312
57120,30,2481199.202439887,2481199.1387731167,1.5280024856328964,1.5280024856328964
57150,30,2481228.7330268743,2481228.845972739,-2.7107007578015327,-2.7107007578015327
57180,30,2481258.2636138615,2481258.424731449,-3.8668221049010754,-3.8668221049010754
57210,30,2481287.794200849,2481287.877519466,-1.9996468126773834,-1.9996468126773834
57240,30,2481317.324787836,2481317.240529415,2.0222021006047726,2.0222021006047726
57270,30,2481346.8553748233,2481346.560190253,7.0844296887516975,7.0844296887516975
57300,30,2481376.3859618106,2481375.87815766,12.187299616634846,12.187299616634846
57330,30,2481405.916548798,2481405.226335392,16.56512174382806,16.56512174382806
57360,30,2481435.447135785,2481434.62954362,19.62221195921302,19.62221195921302
57390,30,2481464.9777227724,2481464.1104949405,20.81346796452999,20.81346796452999
57420,30,2481494.5083097597,2481493.6887418246,19.66963044181466,19.66963044181466
57450,30,2481524.038896747,2481523.3682923648,16.094505172222853,16.094505172222853
57480,30,2481553.569483734,2481553.1196364374,10.796335123479366,10.796335123479366
57510,30,2481583.1000707215,2481582.880385942,5.272434711456299,5.272434711456299
57540,30,2481612.6306577087,2481612.5865049865,1.0596653334796429,1.0596653334796429
57570,30,2481642.161244696,2481642.20128128,-0.9608780108392239,-0.9608780108392239
57600,30,2481671.6918316833,2481671.720885962,-0.6973026841878891,-0.6973026841878891
57630,30,2481701.2224186705,2481701.1638589893,1.4054323509335518,1.4054323509335518
57660,30,2481730.753005658,2481730.555638506,4.736811641603708,4.736811641603708
57690,30,2481760.283592645,2481759.9212980517,8.6950702406466,8.6950702406466
57720,30,2481789.8141796323,2481789.28718949,12.647763412445784,12.647763412445784
57750,30,2481819.3447666196,2481818.6823447803,15.898124143481255,15.898124143481255
57780,30,2481848.875353607,2481848.134747026,17.774557940661907,17.774557940661907
57810,30,2481878.405940594,2481877.6623102785,17.847127575427294,17.847127575427294
57840,30,2481907.9365275814,2481907.2632830185,16.15786951035261,16.15786951035261
57870,30,2481937.4671145687,2481936.9164104834,13.216898046433926,13.216898046433926
57900,30,2481966.997701556,2481966.5916774296,9.744579032063484,9.744579032063484
57930,30,2481996.528288543,2481996.2610636274,6.41339797899127,6.41339797899127
57960,30,2482026.0588755305,2482025.902735983,3.747349139302969,3.747349139302969
57990,30,2482055.5894625178,2482055.4980498077,2.1939050406217575,2.1939050406217575
58020,30,2482085.120049505,2482085.0328357755,2.0931295081973076,2.0931295081973076
58050,30,2482114.6506364923,2482114.5062505,3.4652638100087643,3.4652638100087643
58080,30,2482144.1812234796,2482143.934713943,5.9162288792431355,5.9162288792431355
58110,30,2482173.711810467,2482173.3464283687,8.769170355051756,8.769170355051756
58140,30,2482203.242397454,2482202.7698748205,11.340543206781149,11.340543206781149
58170,30,2482232.7729844414,2482232.222186873,13.219141636043787,13.219141636043787
58200,30,2482262.3035714286,2482261.705190418,14.36114425957203,14.36114425957203
58230,30,2482291.834158416,2482291.2133790054,14.89870585128665,14.89870585128665
58260,30,2482321.364745403,2482320.747196385,14.821176432073116,14.821176432073116
58290,30,2482350.8953323904,2482350.3165702294,13.89029186591506,13.89029186591506
58320,30,2482380.4259193777,2482379.9281705525,11.945971805602312,11.945971805602312
58350,30,2482409.956506365,2482409.5702935546,9.269107449799776,9.269107449799776
58380,30,2482439.4870933522,2482439.213275684,6.571624036878347,6.571624036878347
58410,30,2482469.0176803395,2482468.8246141016,4.633589711040258,4.633589711040258
58440,30,2482498.548267327,2482498.387816973,3.8508084900677204,3.8508084900677204
58470,30,2482528.078854314,2482527.909113736,4.073773875832558,4.073773875832558
58500,30,2482557.6094413013,2482557.4043381875,4.922474730759859,4.922474730759859
58530,30,2482587.1400282886,2482586.881987609,6.19297631084919,6.19297631084919
58560,30,2482616.670615276,2482616.339449684,7.9479742012917995,7.9479742012917995
58590,30,2482646.201202263,2482645.7737799548,10.25813540071249,10.25813540071249
58620,30,2482675.7317892504,2482675.194856467,12.886386796832085,12.886386796832085
58650,30,2482705.2623762377,2482704.6276442544,15.233567599207163,15.233567599207163
58680,30,2482734.792963225,2482734.1024072664,16.573343005031347,16.573343005031347
58710,30,2482764.323550212,2482763.6399660157,16.40602071583271,16.40602071583271
58740,30,2482793.8541371995,2482793.240378179,14.73021648824215,14.73021648824215
58770,30,2482823.3847241867,2482822.8846860607,12.00091502442956,12.00091502442956
58800,30,2482852.915311174,2482852.548518804,8.803016882389784,8.803016882389784
58830,30,2482882.4458981613,2482882.210168575,5.657510071992874,5.657510071992874
58860,30,2482911.9764851485,2482911.8493172494,3.0520295798778534,3.0520295798778534
