decimal_year,year,month,sample_date,tai_utc,ut1_utc,delta_t_seconds
2021.29166667,2021,4,2021-04-15,37,-0.1778557,69.3618557
2021.37500000,2021,5,2021-05-15,37,-0.1828031,69.3668031
2021.45833333,2021,6,2021-06-15,37,-0.1776041,69.3616041
2021.54166667,2021,7,2021-07-15,37,-0.1524225,69.3364225
2021.62500000,2021,8,2021-08-15,37,-0.1331531,69.3171531
2021.70833333,2021,9,2021-09-15,37,-0.1124265,69.2964265
2021.79166667,2021,10,2021-10-15,37,-0.1048215,69.2888215
2021.87500000,2021,11,2021-11-15,37,-0.1080024,69.2920024
2021.95833333,2021,12,2021-12-15,37,-0.1091980,69.2931980
2022.04166667,2022,1,2022-01-15,37,-0.1111643,69.2951643
2022.12500000,2022,2,2022-02-15,37,-0.1029937,69.2869937
2022.20833333,2022,3,2022-03-15,37,-0.0998830,69.2838830
2022.29166667,2022,4,2022-04-15,37,-0.0968994,69.2808994
2022.37500000,2022,5,2022-05-15,37,-0.0973670,69.2813670
2022.45833333,2022,6,2022-06-15,37,-0.0859830,69.2699830
2022.54166667,2022,7,2022-07-15,37,-0.0552630,69.2392630
2022.62500000,2022,8,2022-08-15,37,-0.0279699,69.2119699
2022.70833333,2022,9,2022-09-15,37,-0.0109071,69.1949071
2022.79166667,2022,10,2022-10-15,37,-0.0051876,69.1891876
2022.87500000,2022,11,2022-11-15,37,-0.0153549,69.1993549
2022.95833333,2022,12,2022-12-15,37,-0.0170929,69.2010929
2023.04166667,2023,1,2023-01-15,37,-0.0175710,69.2015710
2023.12500000,2023,2,2023-02-15,37,-0.0123539,69.1963539
2023.20833333,2023,3,2023-03-15,37,-0.0200627,69.2040627
2023.29166667,2023,4,2023-04-15,37,-0.0292623,69.2132623
2023.37500000,2023,5,2023-05-15,37,-0.0417802,69.2257802
2023.45833333,2023,6,2023-06-15,37,-0.0446551,69.2286551
2023.54166667,2023,7,2023-07-15,37,-0.0265924,69.2105924
2023.62500000,2023,8,2023-08-15,37,-0.0071499,69.1911499
2023.70833333,2023,9,2023-09-15,37,0.0091161,69.1748839
2023.79166667,2023,10,2023-10-15,37,0.0136477,69.1703523
2023.87500000,2023,11,2023-11-15,37,0.0103917,69.1736083
2023.95833333,2023,12,2023-12-15,37,0.0124641,69.1715359
2024.04166667,2024,1,2024-01-15,37,0.0077133,69.1762867
2024.12500000,2024,2,2024-02-15,37,-0.0017383,69.1857383
2024.20833333,2024,3,2024-03-15,37,-0.0090671,69.1930671
2024.29166667,2024,4,2024-04-15,37,-0.0172120,69.2012120
2024.37500000,2024,5,2024-05-15,37,-0.0199271,69.2039271
2024.45833333,2024,6,2024-06-15,37,-0.0165937,69.2005937
2024.54166667,2024,7,2024-07-15,37,0.0120369,69.1719631
2024.62500000,2024,8,2024-08-15,37,0.0393138,69.1446862
2024.70833333,2024,9,2024-09-15,37,0.0592715,69.1247285
2024.79166667,2024,10,2024-10-15,37,0.0589997,69.1250003
2024.87500000,2024,11,2024-11-15,37,0.0516336,69.1323664
2024.95833333,2024,12,2024-12-15,37,0.0481179,69.1358821
2025.04166667,2025,1,2025-01-15,37,0.0443507,69.1396493
2025.12500000,2025,2,2025-02-15,37,0.0463526,69.1376474
2025.20833333,2025,3,2025-03-15,37,0.0428866,69.1411134
2025.29166667,2025,4,2025-04-15,37,0.0333302,69.1506698
2025.37500000,2025,5,2025-05-15,37,0.0291609,69.1548391
2025.45833333,2025,6,2025-06-15,37,0.0342891,69.1497109
2025.54166667,2025,7,2025-07-15,37,0.0558070,69.1281930
2025.62500000,2025,8,2025-08-15,37,0.0723898,69.1116102
2025.70833333,2025,9,2025-09-15,37,0.0888980,69.0951020
2025.79166667,2025,10,2025-10-15,37,0.0944875,69.0895125
2025.87500000,2025,11,2025-11-15,37,0.0856680,69.0983320
2025.95833333,2025,12,2025-12-15,37,0.0749312,69.1090688
2026.04166667,2026,1,2026-01-05,37,0.0743982,69.1096018
